Description,Origin School,Destination School,Course #,Title,Enrollments
2025 Fall,GSD,HKS,DPI  543,Corruption: Finding It and Fixing It,1
2025 Fall,GSD,HKS,DPI  573,The Politics of Climate and Global Health,1
2025 Fall,GSD,HKS,DPI  662M,Digital Government,2
2025 Fall,GSD,HKS,DPI  681M,The Science and Implications of Generative AI,1
2025 Fall,GSD,HKS,DPI  802M A,The Arts of Communication,1
2025 Fall,GSD,HKS,IGA  315,Global Ethnic Politics,1
2025 Fall,GSD,HKS,IGA  355,"Migration, Refugees, and Human Rights",1
2025 Fall,GSD,HKS,IGA  662,"The Future of the EU: Migration, Policy, and Politics",1
2025 Fall,GSD,HKS,MLD  102 A,Getting Things Done: Management and Implementation for Development,3
2025 Fall,GSD,HKS,MLD  201 B,Exercising Leadership: The Politics of Change,2
2025 Fall,GSD,HKS,MLD  355,Public Narrative,2
2025 Fall,GSD,HKS,MLD  515M B,Serving the Public Good: Planning for Career and Life,1
2025 Fall,GSD,HKS,MLD  601,Operations Management,3
2025 Fall,GSD,HKS,SUP  208,From the Bottom to the Top: Unequal Opportunities and Unequal Outcomes Across Generations,1
2025 Fall,GSD,HLS,HLS 2059 5FA0,Designing Dispute Systems for Justice,2
2025 Fall,GSD,HLS,HLS 2062 5FA0,Economic Analysis of Law,1
2025 Fall,GSD,HLS,HLS 2123 5FA0,International Environmental Law,2
2025 Fall,GSD,HLS,HLS 2359 5FA0,Food Law and Policy,1
2025 Fall,GSD,HLS,HLS 2376 5FA0,Contemporary Dilemmas in Dispute Resolution,1
2025 Fall,GSD,HLS,HLS 2484 5FA0,"Law, Society & the Politics of Change: Americaâ€™s Ongoing Struggle with its Identity",1
2025 Fall,GSD,HLS,HLS 3248 5FA0,Rights of Nature,1
2025 Fall,GSD,HLS,HLS 3290 5FA0,Art Law Litigation,1
2025 Fall,GSD,HLS,HLS 8019 5FA0,Harvard Dispute Systems Design Clinic,1
2025 Fall,GSD,HMS,MMH  723 01,Games for Health and Well-Being,1
2025 Fall,GSD,HMS,MMH  733 01,"Who Lives, Who Dies: Reimagining Global Health",4
2025 Fall,GSD,HSPH,NUT  209 1,"Seminars in Food Science, Technology, and Sustainability",1
2025 Fall,GSD,HSPH,SBS  288 1,Qualitative Research Methods in Public Health,1
2025 Fall,GSD,MIT,MIT 1.232 1,The Airline Industry,1
2025 Fall,GSD,MIT,MIT 1.286 1,Urban Energy Systems and Policy,1
2025 Fall,GSD,MIT,MIT 1.462 1,Entrepreneurship in the Built Environment,2
2025 Fall,GSD,MIT,MIT 11.118 1,Applied Data Science for Cities,1
2025 Fall,GSD,MIT,MIT 11.205 1,Introduction to Spatial Analysis and GIS,2
2025 Fall,GSD,MIT,MIT 11.214 1,Applied Category Theory for Engineering Design,1
2025 Fall,GSD,MIT,MIT 11.218 1,Applied Data Science for Cities,3
2025 Fall,GSD,MIT,MIT 11.220 1,Quantitative Reasoning and Statistical Methods for Planning I,1
2025 Fall,GSD,MIT,MIT 11.222 1,Introduction to Critical Qualitative Methods,1
2025 Fall,GSD,MIT,MIT 11.235 1,What We Think About When We Think About Cities,2
2025 Fall,GSD,MIT,MIT 11.236 1,Participatory Action Research: Theory and Application,1
2025 Fall,GSD,MIT,MIT 11.238 1,Ethics of Intervention,1
2025 Fall,GSD,MIT,MIT 11.240 1,Walking the City,3
2025 Fall,GSD,MIT,MIT 11.258 1,Sustainable Urbanization Research Seminar,2
2025 Fall,GSD,MIT,MIT 11.305 1,Doing Good by Doing Well: Planning and Development Case Studies that Promote both the Public Good an,1
2025 Fall,GSD,MIT,MIT 11.325 1,Technological Change & Innovation for Real Estate and Cities,5
2025 Fall,GSD,MIT,MIT 11.345 1,Entrepreneurship in the Built Environment,5
2025 Fall,GSD,MIT,MIT 11.348 1,Contemporary Urbanism Proseminar: Theory and Representation,1
2025 Fall,GSD,MIT,MIT 11.373 1,"Science, Politics, and Environmental Policy",1
2025 Fall,GSD,MIT,MIT 11.381 1,Infrastructure Systems in Theory and Practice,2
2025 Fall,GSD,MIT,MIT 11.409 1,The Institutions of Modern Capitalism: States and Markets,1
2025 Fall,GSD,MIT,MIT 11.428 1,PropTech Ventures,2
2025 Fall,GSD,MIT,MIT 11.458 1,Crowd Sourced City: Civic Tech Prototyping,1
2025 Fall,GSD,MIT,MIT 11.466 1,"Technology, Globalization, and Sustainable Development",2
2025 Fall,GSD,MIT,MIT 11.472 1,D-Lab: Development,2
2025 Fall,GSD,MIT,MIT 11.477 1,Urban Energy Systems and Policy,1
2025 Fall,GSD,MIT,MIT 11.520 1,Workshop on Geographic Information Systems (GIS),1
2025 Fall,GSD,MIT,MIT 11.540 1,Urban Transportation Planning and Policy,7
2025 Fall,GSD,MIT,MIT 11.592 1,Renewable Energy Facility Siting Clinic,2
2025 Fall,GSD,MIT,MIT 11.601 1,Theory and Practice of Environmental Planning,1
2025 Fall,GSD,MIT,MIT 11.S940 1,Special Subject: Urban Studies and Planning,4
2025 Fall,GSD,MIT,MIT 11.S945 1,Special Subject: Urban Studies and Planning,1
2025 Fall,GSD,MIT,MIT 11.S949 1,Special Subject: Urban Studies and Planning,2
2025 Fall,GSD,MIT,MIT 11.S966 1,Special Subject: Real Estate,4
2025 Fall,GSD,MIT,MIT 15.071 1,The Analytics Edge,1
2025 Fall,GSD,MIT,MIT 15.388 1,Venture Creation Tactics,2
2025 Fall,GSD,MIT,MIT 15.399 1,Entrepreneurship Lab,2
2025 Fall,GSD,MIT,MIT 15.516 L01,Corporate Financial Accounting,1
2025 Fall,GSD,MIT,MIT 15.535 L02,Business Analysis Using Financial Statements,1
2025 Fall,GSD,MIT,MIT 15.618 1,Startups and the Law,2
2025 Fall,GSD,MIT,MIT 15.814 L02,Marketing Innovation,6
2025 Fall,GSD,MIT,MIT 15.871 L02,Introduction to System Dynamics,1
2025 Fall,GSD,MIT,MIT 16.422 1,Human Supervisory Control of Automated Systems,1
2025 Fall,GSD,MIT,MIT 16.453 1,Human Systems Engineering,4
2025 Fall,GSD,MIT,MIT 2.153 1,Adaptive Control and Connections to Machine Learning,1
2025 Fall,GSD,MIT,MIT 2.156 1,Artificial Intelligence and Machine Learning for Engineering Design,2
2025 Fall,GSD,MIT,MIT 2.178 1,Designing Virtual Worlds,2
2025 Fall,GSD,MIT,MIT 2.789 1,D-Lab: Design for Scale,2
2025 Fall,GSD,MIT,MIT 21A.404 1,Living Through Climate Change,1
2025 Fall,GSD,MIT,MIT 21G.352 1,French II,1
2025 Fall,GSD,MIT,MIT 21M.301 L01,Harmony and Counterpoint I,1
2025 Fall,GSD,MIT,MIT 21M.470 1,MIT Laptop Ensemble,1
2025 Fall,GSD,MIT,MIT 21T.320 1,Interactive Design for Live Performance,14
2025 Fall,GSD,MIT,MIT 21W.755 L01,Writing and Reading Short Stories,1
2025 Fall,GSD,MIT,MIT 4.031 1,Design Studio: Objects and Interaction,1
2025 Fall,GSD,MIT,MIT 4.140 1,How to Make (Almost) Anything,1
2025 Fall,GSD,MIT,MIT 4.183 1,Architectural Design Workshop,1
2025 Fall,GSD,MIT,MIT 4.242 1,Walking the City,1
2025 Fall,GSD,MIT,MIT 4.301 1,Introduction to Artistic Experimentation,1
2025 Fall,GSD,MIT,MIT 4.314 1,Advanced Workshop in Artistic Practice and Transdisciplinary Research,1
2025 Fall,GSD,MIT,MIT 4.315 1,Advanced Workshop in Artistic Practice and Transdisciplinary Research,3
2025 Fall,GSD,MIT,MIT 4.324 1,"Artist, Architect, Tinkerer, Engineer: How to Collaborate Across Disciplines",1
2025 Fall,GSD,MIT,MIT 4.329 1,Climate Visions,1
2025 Fall,GSD,MIT,MIT 4.355 1,Introduction to Video and Related Media,3
2025 Fall,GSD,MIT,MIT 4.359 1,Synchronizations of Senses,2
2025 Fall,GSD,MIT,MIT 4.378 1,Future Heritage Workshop,1
2025 Fall,GSD,MIT,MIT 4.379 1,Future Heritage Workshop,4
2025 Fall,GSD,MIT,MIT 4.401 1,Environmental Technologies in Buildings,1
2025 Fall,GSD,MIT,MIT 4.463 1,Building Technology Systems: Structures and Envelopes,1
2025 Fall,GSD,MIT,MIT 4.464 1,Environmental Technologies in Buildings,1
2025 Fall,GSD,MIT,MIT 4.505 1,"Design Computation: Art, Objects, and Space",2
2025 Fall,GSD,MIT,MIT 4.540 1,Introduction to Shape Grammars I,3
2025 Fall,GSD,MIT,MIT 4.557 1,City Science,3
2025 Fall,GSD,MIT,MIT 4.562 1,Advanced Visualization: Architecture in Motion Graphics,1
2025 Fall,GSD,MIT,MIT 4.580 1,Inquiry into Computation and Design,2
2025 Fall,GSD,MIT,MIT 4.581 1,Proseminar in Computation,1
2025 Fall,GSD,MIT,MIT 4.614 1,Introduction to Islamic Architecture,1
2025 Fall,GSD,MIT,MIT 4.622 1,Archive Fever: Theory and Method,4
2025 Fall,GSD,MIT,MIT 4.S21 1,Special Subject: Architecture Studies,1
2025 Fall,GSD,MIT,MIT 4.S22 1,Special Subject: Architecture Studies,1
2025 Fall,GSD,MIT,MIT 4.S24 1,Special Subject: Architecture Studies,3
2025 Fall,GSD,MIT,MIT 4.S33 1,"Special Subject: Art, Culture, and Technology",2
2025 Fall,GSD,MIT,MIT 4.S34 1,"Special Subject: Art, Culture, and Technology",1
2025 Fall,GSD,MIT,MIT 4.S65 1,Special Subject: Advanced Study in Islamic Architecture,2
2025 Fall,GSD,MIT,MIT 6.1000 1,Introduction to Programming and Computer Science,3
2025 Fall,GSD,MIT,MIT 6.1010 1,Fundamentals of Programming,1
2025 Fall,GSD,MIT,MIT 6.1040 1,Software Design,1
2025 Fall,GSD,MIT,MIT 6.1200 1,Mathematics for Computer Science,1
2025 Fall,GSD,MIT,MIT 6.1210 1,Introduction to Algorithms,2
2025 Fall,GSD,MIT,MIT 6.3952 1,"AI, Decision Making, and Society",2
2025 Fall,GSD,MIT,MIT 6.5060 1,Algorithm Engineering,1
2025 Fall,GSD,MIT,MIT 6.5820 1,Computer Networks,1
2025 Fall,GSD,MIT,MIT 6.7910 1,Statistical Learning Theory and Applications,1
2025 Fall,GSD,MIT,MIT 6.7920 1,Reinforcement Learning: Foundations and Methods,1
2025 Fall,GSD,MIT,MIT 6.S061 1,Special Subject in Electrical Engineering and Computer Science,1
2025 Fall,GSD,MIT,MIT 9.175 1,Robotics,1
2025 Fall,GSD,MIT,MIT 9.660 1,Computational Cognitive Science,1
2025 Fall,GSD,MIT,MIT CMS.376 1,History of Media and Technology,1
2025 Fall,GSD,MIT,MIT CMS.807 1,Critical Worldbuilding,1
2025 Fall,GSD,MIT,MIT CMS.848 1,Apocalyptic Storytelling,1
2025 Fall,GSD,MIT,MIT CMS.942 1,Designing Virtual Worlds,1
2025 Fall,GSD,MIT,MIT EC.781 1,D-Lab: Development,1
2025 Fall,GSD,MIT,MIT EC.782 1,Applications of Energy in Global Development,1
2025 Fall,GSD,MIT,MIT EC.794 1,Technologies for Mental Health and Wellness,3
2025 Fall,GSD,MIT,MIT EC.797 1,D-Lab: Design for Scale,1
2025 Fall,GSD,MIT,MIT EM.422 1,System Design and Management for a Changing World: Combined,1
2025 Fall,GSD,MIT,MIT MAS.552 1,City Science,15
2025 Fall,GSD,MIT,MIT MAS.665 1,Foundations of AI Ventures,4
2025 Fall,GSD,MIT,MIT MAS.834 1,Tangible Interfaces,24
2025 Fall,GSD,MIT,MIT MAS.858 1,Asking How Space Enabled Designs Advance Justice and Development,1
2025 Fall,GSD,MIT,MIT MAS.883 1,Revolutionary Ventures: How to Invent and Deploy Transformative Technologies,2
2025 Fall,GSD,MIT,MIT MAS.S60 1,Special Subject in Media Technology,14
2025 Fall,GSD,MIT,MIT MAS.S62 1,Special Subject in Media Technology,1
2025 Fall,GSD,MIT,MIT MAS.S63 1,Special Subject in Media Technology,9
2025 Fall,GSD,MIT,MIT MAS.S64 1,Special Subject in Media Technology,12
2025 Fall,GSD,MIT,MIT MAS.S66 1,Special Subject in Media Technology,10
2025 Fall,GSD,MIT,MIT STS.260 1,"Introduction to Science, Technology, and Society",1
2025 Fall,GSD,MIT,MIT STS.417 1,STS Seminar on the Global South,1
2025 Fall,GSD,MIT,MIT WGS.101 1,Introduction to Women's and Gender Studies,1
2023 Fall,FAS,HSPH,SBS 506,,38
2023 Fall,FAS,HSPH,ID 100P,,35
2023 Fall,FAS,HSPH,EPI 201,,35
2023 Fall,FAS,HSPH,EPI 201LAB,,35
2023 Fall,FAS,HSPH,EPI 300,,32
2023 Fall,FAS,HSPH,EPI 202LAB,,26
2023 Fall,FAS,HSPH,EPI 202,,26
2023 Fall,FAS,HSPH,HPM 548,,22
2023 Fall,FAS,HSPH,BST 300,,22
2023 Fall,FAS,HSPH,EPI 205.2,,17
2023 Fall,FAS,HSPH,SBS 300,,16
2023 Fall,FAS,HSPH,EH 350,,16
2023 Fall,FAS,HSPH,NUT 300,,16
2023 Fall,FAS,HSPH,EPI 350,,16
2023 Fall,FAS,HSPH,EPI 507,,14
2023 Fall,FAS,HSPH,GHP 300,,14
2023 Fall,FAS,HSPH,SBS 245,,13
2023 Fall,FAS,HSPH,EPI 207,,13
2023 Fall,FAS,HSPH,EPI 207LAB,,13
2023 Fall,FAS,HSPH,SBS 980F,,13
2023 Fall,FAS,HSPH,EPI 519,,12
2023 Fall,FAS,HSPH,EPI 247,,12
2023 Fall,FAS,HSPH,GHP 539,,11
2023 Fall,FAS,HSPH,EH 300,,11
2023 Fall,FAS,HSPH,BST 222,,11
2023 Fall,FAS,HSPH,BST 227,,10
2023 Fall,FAS,HSPH,EPI 221,,10
2023 Fall,FAS,HSPH,SBS 350,,9
2023 Fall,FAS,HSPH,ID 201,,9
2023 Fall,FAS,HSPH,ID 201LAB,,9
2023 Fall,FAS,HSPH,NUT 350,,8
2023 Fall,FAS,HSPH,BST 273,,7
2023 Fall,FAS,HSPH,RDS 280,,7
2023 Fall,FAS,HSPH,EH 510,,7
2023 Fall,FAS,HSPH,EH 245,,7
2023 Fall,FAS,HSPH,GHP 350,,7
2023 Fall,FAS,HSPH,EPI 215,,6
2023 Fall,FAS,HSPH,RDS 500,,6
2023 Fall,FAS,HSPH,EPI 286,,6
2023 Fall,FAS,HSPH,EPI 515,,6
2023 Fall,FAS,HSPH,EPI 269,,6
2023 Fall,FAS,HSPH,GHP 210A,,6
2023 Fall,FAS,HSPH,ID 221,,6
2023 Fall,FAS,HSPH,EPI 246,,5
2023 Fall,FAS,HSPH,EPI 219,,5
2023 Fall,FAS,HSPH,ID 537,,5
2023 Fall,FAS,HSPH,EPI 224,,5
2023 Fall,FAS,HSPH,EPI 217,,5
2023 Fall,FAS,HSPH,NUT 203,,5
2023 Fall,FAS,HSPH,SBS 507,,4
2023 Fall,FAS,HSPH,EPI 249,,4
2023 Fall,FAS,HSPH,BST 260,,4
2023 Fall,FAS,HSPH,SBS 201,,4
2023 Fall,FAS,HSPH,BST 305,,4
2023 Fall,FAS,HSPH,SBS 201LAB,,4
2023 Fall,FAS,HSPH,BST 262,,4
2023 Fall,FAS,HSPH,WGH 211,,4
2023 Fall,FAS,HSPH,BST 280,,4
2023 Fall,FAS,HSPH,NUT 201,,4
2023 Fall,FAS,HSPH,RDS 284,,3
2023 Fall,FAS,HSPH,SBS 521,,3
2023 Fall,FAS,HSPH,SBS 299,,3
2023 Fall,FAS,HSPH,GHP 220,,3
2023 Fall,FAS,HSPH,WGH 230,,3
2023 Fall,FAS,HSPH,BST 316,,3
2023 Fall,FAS,HSPH,EPI 523,,3
2023 Fall,FAS,HSPH,NUT 209,,3
2023 Fall,FAS,HSPH,SBS 360,,3
2023 Fall,FAS,HSPH,NUT 232,,3
2023 Fall,FAS,HSPH,SBS 523,,3
2023 Fall,FAS,HSPH,BST 219,,3
2023 Fall,FAS,HSPH,GHP 525,,3
2023 Fall,FAS,HSPH,SBS 207,,3
2023 Fall,FAS,HSPH,BST 311,,2
2023 Fall,FAS,HSPH,GHP 200,,2
2023 Fall,FAS,HSPH,EH 249,,2
2023 Fall,FAS,HSPH,DRPH 200,,2
2023 Fall,FAS,HSPH,ID 239,,1
2023 Fall,FAS,HSPH,NUT 200,,1
2023 Fall,FAS,HSPH,GHP 569,,1
2023 Fall,FAS,HSPH,SBS 212,,1
2023 Fall,FAS,HSPH,GHP 204,,1
2023 Fall,FAS,HSPH,ID 250,,1
2023 Fall,FAS,HSPH,SBS 208,,1
2023 Fall,FAS,HSPH,SBS 246,,1
2023 Fall,FAS,HSPH,HPM 268,,1
2023 Fall,FAS,HSPH,SBS 288,,1
2023 Fall,FAS,HSPH,BST 283,,1
2023 Fall,FAS,HSPH,IID 220,,1
2023 Fall,FAS,HSPH,WGH 201,,1
2023 Fall,FAS,HSPH,WGH 300,,1
2023 Fall,FAS,HSPH,ID 510,,1
2023 Fall,FAS,HSPH,HPM 562,,1
2023 Fall,FAS,HSPH,BST 210,,1
2023 Fall,FAS,HSPH,HPM 552,,1
2023 Fall,FAS,MIT,MIT 6    .8610,,52
2023 Fall,FAS,MIT,MIT 6    .S898,,18
2023 Fall,FAS,MIT,MIT 15    .501,,15
2023 Fall,FAS,MIT,MIT 6    .3900,,14
2023 Fall,FAS,MIT,MIT 6    .5940,,14
2023 Fall,FAS,MIT,MIT 6    .4212,,10
2023 Fall,FAS,MIT,MIT 6    .7900,,9
2023 Fall,FAS,MIT,MIT 15    .6181,,7
2023 Fall,FAS,MIT,MIT 15    .S08,,6
2023 Fall,FAS,MIT,MIT 15    .305,,6
2023 Fall,FAS,MIT,MIT 9    .522,,6
2023 Fall,FAS,MIT,MIT 17    .830,,6
2023 Fall,FAS,MIT,MIT 5    .511,,6
2023 Fall,FAS,MIT,MIT 2    .075,,6
2023 Fall,FAS,MIT,MIT 6    .6010,,5
2023 Fall,FAS,MIT,MIT 9    .490,,5
2023 Fall,FAS,MIT,MIT 6    .7200,,5
2023 Fall,FAS,MIT,MIT AS    .311,,5
2023 Fall,FAS,MIT,MIT 15    .357,,5
2023 Fall,FAS,MIT,MIT 6    .1060,,5
2023 Fall,FAS,MIT,MIT 15    .6151,,4
2023 Fall,FAS,MIT,MIT 15    .399,,4
2023 Fall,FAS,MIT,MIT 6    .1210,,4
2023 Fall,FAS,MIT,MIT HST    .508,,4
2023 Fall,FAS,MIT,MIT 6    .7920,,4
2023 Fall,FAS,MIT,MIT 6    .100L,,4
2023 Fall,FAS,MIT,MIT 6    .3950,,4
2023 Fall,FAS,MIT,MIT 15    .128,,3
2023 Fall,FAS,MIT,MIT MS    .301,,3
2023 Fall,FAS,MIT,MIT 6    .9270,,3
2023 Fall,FAS,MIT,MIT STS    .432,,3
2023 Fall,FAS,MIT,MIT 15    .8731,,3
2023 Fall,FAS,MIT,MIT 15    .838,,3
2023 Fall,FAS,MIT,MIT 18    .338,,3
2023 Fall,FAS,MIT,MIT 18    .510,,3
2023 Fall,FAS,MIT,MIT 10    .391,,3
2023 Fall,FAS,MIT,MIT 18    .615,,3
2023 Fall,FAS,MIT,MIT 15    .3901,,3
2023 Fall,FAS,MIT,MIT 9    .66,,3
2023 Fall,FAS,MIT,MIT 6    .6410,,3
2023 Fall,FAS,MIT,MIT 15    .366,,3
2023 Fall,FAS,MIT,MIT 11    .540,,3
2023 Fall,FAS,MIT,MIT 18    .217,,3
2023 Fall,FAS,MIT,MIT 15    .458,,3
2023 Fall,FAS,MIT,MIT 6    .3952,,3
2023 Fall,FAS,MIT,MIT 11    .274,,3
2023 Fall,FAS,MIT,MIT 15    .390,,3
2023 Fall,FAS,MIT,MIT 15    .572,,3
2023 Fall,FAS,MIT,MIT 6    .5400,,3
2023 Fall,FAS,MIT,MIT 6    .5810,,3
2023 Fall,FAS,MIT,MIT AS    .401,,3
2023 Fall,FAS,MIT,MIT 20    .463,,3
2023 Fall,FAS,MIT,MIT MS    .201,,3
2023 Fall,FAS,MIT,MIT 21M    .561,,3
2023 Fall,FAS,MIT,MIT 6    .S890,,2
2023 Fall,FAS,MIT,MIT CMS    .616,,2
2023 Fall,FAS,MIT,MIT 8    .370,,2
2023 Fall,FAS,MIT,MIT 4    .140,,2
2023 Fall,FAS,MIT,MIT 14    .387,,2
2023 Fall,FAS,MIT,MIT 4    .621,,2
2023 Fall,FAS,MIT,MIT 7    .45,,2
2023 Fall,FAS,MIT,MIT 5    .05,,2
2023 Fall,FAS,MIT,MIT 21H    .290,,2
2023 Fall,FAS,MIT,MIT 5    .062,,2
2023 Fall,FAS,MIT,MIT MAS    .834,,2
2023 Fall,FAS,MIT,MIT 12    .742,,2
2023 Fall,FAS,MIT,MIT 2    .155,,2
2023 Fall,FAS,MIT,MIT 5    .698,,2
2023 Fall,FAS,MIT,MIT 2    .177,,2
2023 Fall,FAS,MIT,MIT 6    .100A,,2
2023 Fall,FAS,MIT,MIT 7    .85,,2
2023 Fall,FAS,MIT,MIT 15    .873,,2
2023 Fall,FAS,MIT,MIT 2    .710,,2
2023 Fall,FAS,MIT,MIT 15    .401,,2
2023 Fall,FAS,MIT,MIT 21H    .990,,2
2023 Fall,FAS,MIT,MIT 6    .1120,,2
2023 Fall,FAS,MIT,MIT CMS    .941,,2
2023 Fall,FAS,MIT,MIT 15    .4331,,2
2023 Fall,FAS,MIT,MIT 2    .074,,2
2023 Fall,FAS,MIT,MIT 16    .71,,2
2023 Fall,FAS,MIT,MIT 6    .9020,,2
2023 Fall,FAS,MIT,MIT 17    .200,,2
2023 Fall,FAS,MIT,MIT 6    .S062,,2
2023 Fall,FAS,MIT,MIT 14    .282,,2
2023 Fall,FAS,MIT,MIT 6    .S896,,2
2023 Fall,FAS,MIT,MIT 17    .835,,2
2023 Fall,FAS,MIT,MIT 6    .S980,,2
2023 Fall,FAS,MIT,MIT 18    .1001,,2
2023 Fall,FAS,MIT,MIT 7    .81,,2
2023 Fall,FAS,MIT,MIT 6    .5630,,2
2023 Fall,FAS,MIT,MIT 8    .333,,2
2023 Fall,FAS,MIT,MIT 18    .100A,,2
2023 Fall,FAS,MIT,MIT 9    .49,,2
2023 Fall,FAS,MIT,MIT 15    .497,,2
2023 Fall,FAS,MIT,MIT 14    .771,,2
2023 Fall,FAS,MIT,MIT 18    .225,,2
2023 Fall,FAS,MIT,MIT 9    .660,,2
2023 Fall,FAS,MIT,MIT 14    .32,,2
2023 Fall,FAS,MIT,MIT 15    .095,,2
2023 Fall,FAS,MIT,MIT 15    .539,,2
2023 Fall,FAS,MIT,MIT CMS    .621,,2
2023 Fall,FAS,MIT,MIT 6    .7810,,2
2023 Fall,FAS,MIT,MIT 15    .622,,2
2023 Fall,FAS,MIT,MIT 15    .570,,2
2023 Fall,FAS,MIT,MIT 15    .761,,2
2023 Fall,FAS,MIT,MIT 6    .7910,,2
2023 Fall,FAS,MIT,MIT MS    .401,,2
2023 Fall,FAS,MIT,MIT 21M    .601,,2
2023 Fall,FAS,MIT,MIT WGS    .610,,2
2023 Fall,FAS,MIT,MIT 21M    .605,,2
2023 Fall,FAS,MIT,MIT 22    .081,,2
2023 Fall,FAS,MIT,MIT HST    .176,,1
2023 Fall,FAS,MIT,MIT 8    .591,,1
2023 Fall,FAS,MIT,MIT 18    .642,,1
2023 Fall,FAS,MIT,MIT 11    .901,,1
2023 Fall,FAS,MIT,MIT 9    .72,,1
2023 Fall,FAS,MIT,MIT 21M    .051,,1
2023 Fall,FAS,MIT,MIT STS    .260,,1
2023 Fall,FAS,MIT,MIT 21M    .285,,1
2023 Fall,FAS,MIT,MIT 2    .001,,1
2023 Fall,FAS,MIT,MIT 21M    .294,,1
2023 Fall,FAS,MIT,MIT 9    .360,,1
2023 Fall,FAS,MIT,MIT 21M    .302,,1
2023 Fall,FAS,MIT,MIT 2    .814,,1
2023 Fall,FAS,MIT,MIT 21M    .361,,1
2023 Fall,FAS,MIT,MIT 21A    .155,,1
2023 Fall,FAS,MIT,MIT 21M    .385,,1
2023 Fall,FAS,MIT,MIT 6    .8701,,1
2023 Fall,FAS,MIT,MIT 21M    .387,,1
2023 Fall,FAS,MIT,MIT 18    .9501,,1
2023 Fall,FAS,MIT,MIT 12    .001,,1
2023 Fall,FAS,MIT,MIT 2    .050,,1
2023 Fall,FAS,MIT,MIT 21M    .600,,1
2023 Fall,FAS,MIT,MIT 9    .015,,1
2023 Fall,FAS,MIT,MIT 15    .310,,1
2023 Fall,FAS,MIT,MIT 9    .520,,1
2023 Fall,FAS,MIT,MIT 15    .6221,,1
2023 Fall,FAS,MIT,MIT 2    .737,,1
2023 Fall,FAS,MIT,MIT 21M    .784,,1
2023 Fall,FAS,MIT,MIT EC    .701,,1
2023 Fall,FAS,MIT,MIT 21M    .861,,1
2023 Fall,FAS,MIT,MIT IDS    .522,,1
2023 Fall,FAS,MIT,MIT 21W    .035,,1
2023 Fall,FAS,MIT,MIT NS    .41,,1
2023 Fall,FAS,MIT,MIT 21W    .758,,1
2023 Fall,FAS,MIT,MIT WGS    .277,,1
2023 Fall,FAS,MIT,MIT 22    .04,,1
2023 Fall,FAS,MIT,MIT 14    .661,,1
2023 Fall,FAS,MIT,MIT WGS    .700,,1
2023 Fall,FAS,MIT,MIT 6    .S891,,1
2023 Fall,FAS,MIT,MIT 1    .83,,1
2023 Fall,FAS,MIT,MIT 6    .S979,,1
2023 Fall,FAS,MIT,MIT 24    .906,,1
2023 Fall,FAS,MIT,MIT 7    .540,,1
2023 Fall,FAS,MIT,MIT 24    .917,,1
2023 Fall,FAS,MIT,MIT 15    .054,,1
2023 Fall,FAS,MIT,MIT 24    .982,,1
2023 Fall,FAS,MIT,MIT 9    .011,,1
2023 Fall,FAS,MIT,MIT 3    .41,,1
2023 Fall,FAS,MIT,MIT 9    .190,,1
2023 Fall,FAS,MIT,MIT 3    .984,,1
2023 Fall,FAS,MIT,MIT 2    .096,,1
2023 Fall,FAS,MIT,MIT 4    .021,,1
2023 Fall,FAS,MIT,MIT 15    .069,,1
2023 Fall,FAS,MIT,MIT 4    .031,,1
2023 Fall,FAS,MIT,MIT 9    .S917,,1
2023 Fall,FAS,MIT,MIT 15    .669,,1
2023 Fall,FAS,MIT,MIT CMS    .341,,1
2023 Fall,FAS,MIT,MIT 15    .342,,1
2023 Fall,FAS,MIT,MIT CMS    .942,,1
2023 Fall,FAS,MIT,MIT 15    .814,,1
2023 Fall,FAS,MIT,MIT EC    .794,,1
2023 Fall,FAS,MIT,MIT 15    .818,,1
2023 Fall,FAS,MIT,MIT HST    .507,,1
2023 Fall,FAS,MIT,MIT 5    .44,,1
2023 Fall,FAS,MIT,MIT 15    .072,,1
2023 Fall,FAS,MIT,MIT 12    .463,,1
2023 Fall,FAS,MIT,MIT 21A    .505,,1
2023 Fall,FAS,MIT,MIT 11    .159,,1
2023 Fall,FAS,MIT,MIT STS    .011,,1
2023 Fall,FAS,MIT,MIT 15    .375,,1
2023 Fall,FAS,MIT,MIT STS    .471,,1
2023 Fall,FAS,MIT,MIT 6    .100B,,1
2023 Fall,FAS,MIT,MIT 11    .122,,1
2023 Fall,FAS,MIT,MIT 15    .388,,1
2023 Fall,FAS,MIT,MIT 15    .4341,,1
2023 Fall,FAS,MIT,MIT 16    .110,,1
2023 Fall,FAS,MIT,MIT 6    .9280,,1
2023 Fall,FAS,MIT,MIT 16    .485,,1
2023 Fall,FAS,MIT,MIT 18    .675,,1
2023 Fall,FAS,MIT,MIT 16    .55,,1
2023 Fall,FAS,MIT,MIT 18    .747,,1
2023 Fall,FAS,MIT,MIT 6    .1220,,1
2023 Fall,FAS,MIT,MIT 6    .S954,,1
2023 Fall,FAS,MIT,MIT 6    .2020,,1
2023 Fall,FAS,MIT,MIT 18    .965,,1
2023 Fall,FAS,MIT,MIT 6    .2050,,1
2023 Fall,FAS,MIT,MIT 7    .51,,1
2023 Fall,FAS,MIT,MIT 6    .2210,,1
2023 Fall,FAS,MIT,MIT 2    .008,,1
